price,bedrooms,bathrooms,living,lot,floors,waterfront,view,grade,above,basement,yr_built,yr_renovated,zipcode,lat,living15,lot15
331000,4,3,230.6763285024155,529.635823114084,2,0,0,8,230.6763285024155,0.0,2005,0,98030,47.3623,192.77220364176887,531.400966183575
399500,3,1,130.99219620958752,715.3474544778893,1,0,0,7,130.99219620958752,0.0,1967,0,98056,47.5375,144.92753623188406,715.3474544778893
355000,4,1,130.99219620958752,714.6971386101822,1,0,0,7,130.99219620958752,0.0,1953,0,98133,47.7604,123.5600148643627,779.9145299145299
420000,4,2,282.4228911185433,2241.08138238573,2,0,0,8,282.4228911185433,0.0,1999,0,98092,47.2667,224.8234856930509,931.438127090301
533000,3,2,261.05536975102194,428.0007432181346,2,0,0,8,261.05536975102194,0.0,2004,0,98011,47.7735,235.97175771088817,452.5269416573765
799500,4,2,256.4102564102564,534.1880341880342,2,0,0,8,256.4102564102564,0.0,1993,0,98112,47.627,256.4102564102564,500.7432181345225
800000,4,2,458.9371980676329,932.4600520252694,1,0,4,9,320.51282051282055,138.42437755481234,1953,0,98178,47.5095,225.75250836120404,861.3898179115571
563000,3,2,128.2051282051282,464.5113340765515,1,0,0,7,128.2051282051282,0.0,1917,0,98117,47.6807,125.4180602006689,464.5113340765515
555000,3,2,283.3519137866964,14730.39762170197,1,0,0,9,283.3519137866964,0.0,1987,0,98055,47.4326,274.9907097733185,2884.6153846153848
642000,3,1,96.61835748792271,416.20215533259017,1,0,0,7,80.82497212931996,15.793385358602752,1924,0,98109,47.6461,160.72092159048682,390.18952062430327
1300000,5,4,312.7090301003345,724.6376811594204,2,0,2,8,275.5481233742103,37.16090672612412,1937,0,98199,47.6466,217.3913043478261,557.4136008918618
268000,5,1,160.72092159048682,963.2107023411372,1,0,0,7,93.83128948346341,66.88963210702342,1963,0,98059,47.5008,160.72092159048682,717.948717948718
269900,3,2,161.64994425863992,898.5507246376812,1,0,0,7,103.12151616499443,58.52842809364549,1963,0,98031,47.4149,152.35971757710888,891.8617614269789
520000,4,2,223.89446302489782,598.2905982905984,1,0,0,8,143.99851356373097,79.89594946116685,1974,0,98034,47.7153,216.462281679673,644.5559271646229
543000,3,2,194.1657376439985,709.7733184689707,1,0,0,7,126.34708286882201,67.81865477517651,1962,2014,98133,47.7369,194.1657376439985,712.3745819397993
235000,3,1,147.71460423634338,1207.729468599034,1,0,0,6,147.71460423634338,0.0,1944,0,98166,47.4789,135.63730955035302,780.3790412486065
360000,4,1,135.63730955035302,356.74470457079155,1,0,0,8,124.4890375325158,11.148272017837236,1928,0,98106,47.533,91.9732441471572,390.18952062430327
380950,2,1,132.85024154589374,726.4028242289112,1,0,0,7,103.12151616499443,29.728725380899295,1944,0,98125,47.7307,128.2051282051282,694.2586399108138
352000,2,2,122.63099219620959,181.80973615756224,1,0,0,8,61.315496098104795,61.315496098104795,2004,0,98106,47.5364,131.9212188777406,204.19918246005204
926300,3,1,154.2177629134151,445.93088071348944,2,0,0,8,154.2177629134151,0.0,1907,0,98119,47.6352,157.00483091787441,371.6090672612412
1255000,4,2,297.28725380899294,700.0185804533631,2,0,0,9,297.28725380899294,0.0,2006,0,98105,47.666,153.288740245262,636.3805276848756
725000,4,2,255.4812337421033,1295.9866220735787,1,0,3,8,128.2051282051282,127.27610553697511,1948,0,98146,47.4938,228.53957636566332,1295.9866220735787
713000,1,1,109.62467484206616,371.6090672612412,1,0,2,8,78.03790412486065,31.586770717205503,1910,0,98118,47.5561,131.9212188777406,371.6090672612412
349900,4,2,190.63545150501673,345.87513935340024,2,0,0,8,190.63545150501673,0.0,2014,0,98003,47.2824,190.63545150501673,487.7369007803791
975000,3,2,235.04273504273505,650.3158677071721,2,0,4,9,235.04273504273505,0.0,1915,1999,98136,47.5465,221.1073950204385,650.3158677071721
330000,3,1,98.47640282422891,1861.7614269788185,1,0,0,6,98.47640282422891,0.0,1943,0,98034,47.7281,164.2512077294686,1003.3444816053512
400000,5,2,192.30769230769232,974.3589743589744,1,0,0,7,100.33444816053512,91.9732441471572,1958,0,98008,47.6095,161.64994425863992,857.0234113712376
310000,4,2,226.68153102935713,658.955778520996,2,0,0,7,226.68153102935713,0.0,1999,0,98030,47.3817,172.79821627647715,564.1025641025641
485000,3,1,94.7603121516165,568.561872909699,1,0,0,7,94.7603121516165,0.0,1941,0,98115,47.6787,220.1783723522854,621.9806763285025
643000,3,2,188.5916016350799,715.3474544778893,1,0,0,8,130.06317354143442,58.52842809364549,1965,0,98008,47.626,165.36603493125233,758.082497212932
605000,3,2,209.95912300260127,1589.9293942772204,2,0,0,7,209.95912300260127,0.0,1990,0,98155,47.7537,219.2493496841323,1383.5934596804163
527000,6,3,278.7068004459309,780.4719435154218,1,0,0,8,139.35340022296546,139.35340022296546,1979,0,98125,47.7226,130.06317354143442,780.6577480490524
515000,5,3,248.0490523968785,1092.6235600148643,1,0,0,7,127.27610553697511,120.77294685990339,1981,0,98052,47.6895,239.68784838350058,994.3329617242662
225000,4,1,106.83760683760684,557.4136008918618,1,0,0,6,106.83760683760684,0.0,1907,0,98118,47.562,78.03790412486065,281.4938684503902
283450,5,2,257.3392790784095,568.1902638424378,1,0,0,7,138.42437755481234,118.91490152359718,1979,0,98168,47.4847,178.37235228539578,602.5641025641027
704300,4,1,166.29505759940542,379.041248606466,1,0,0,7,166.29505759940542,0.0,1928,0,98144,47.5749,158.8628762541806,379.041248606466
270000,3,2,195.09476031215164,1303.1400966183576,2,0,0,8,195.09476031215164,0.0,1979,0,98042,47.3833,253.62318840579712,557.3206986250465
609000,3,2,244.33296172426608,941.1928651059086,2,0,0,9,244.33296172426608,0.0,1989,0,98028,47.7695,260.12634708286885,940.4496469713862
649000,4,2,208.10107766629508,1025.6410256410256,1,0,0,8,104.05053883314754,104.05053883314754,1961,0,98033,47.693,166.29505759940542,1025.6410256410256
830000,3,2,313.08063916759573,608.5098476402825,2,0,2,8,263.8424377554812,49.238201412114456,1912,2001,98126,47.5442,139.35340022296546,608.5098476402825
497300,6,2,297.28725380899294,854.7008547008547,1,0,2,8,148.64362690449647,148.64362690449647,1953,0,98146,47.492,206.24303232998886,882.5715347454478
400000,3,2,139.35340022296546,250.09290226681532,2,0,0,7,139.35340022296546,0.0,1986,0,98034,47.7159,136.56633221850615,224.6376811594203
182500,2,1,96.61835748792271,1293.1995540691194,1,0,0,6,96.61835748792271,0.0,1973,0,98198,47.3756,102.19249349684132,703.7346711259755
353000,1,1,51.09624674842066,118.82199925678188,2,0,0,7,51.09624674842066,0.0,2008,0,98122,47.616,135.63730955035302,128.66963953920475
988830,5,3,382.2928279450019,734.8569305091045,2,0,0,9,382.2928279450019,0.0,2014,0,98053,47.6847,366.96395392047566,628.4838350055742
329950,3,2,169.08212560386474,751.1148272017838,2,0,0,7,169.08212560386474,0.0,1983,0,98055,47.4575,172.79821627647715,801.2820512820514
228000,3,1,110.55369751021925,854.6079524340395,1,0,0,7,110.55369751021925,0.0,1955,0,98148,47.4258,110.55369751021925,869.9368264585656
220000,1,1,102.19249349684132,320.60572277963587,1,0,0,8,102.19249349684132,0.0,1978,0,98198,47.3829,130.06317354143442,423.634336677815
315000,4,2,112.41174284652546,394.83463396506875,1,0,0,7,112.41174284652546,0.0,1941,0,98108,47.5275,112.41174284652546,557.4136008918618
470000,3,2,206.24303232998886,910.4422147900409,2,0,0,8,206.24303232998886,0.0,1987,0,98155,47.7635,224.8234856930509,950.575994054255
349000,4,1,157.9338535860275,724.6376811594204,1,0,0,7,104.05053883314754,53.883314752879976,1981,0,98059,47.4801,144.92753623188406,724.6376811594204
549900,5,2,284.2809364548495,651.7094017094017,1,0,0,8,148.64362690449647,135.63730955035302,1979,0,98146,47.5052,203.45596432552955,706.0572277963582
249950,4,1,150.5016722408027,978.2608695652175,1,0,0,7,150.5016722408027,0.0,1968,0,98030,47.3808,175.58528428093646,926.7001114827202
375000,3,2,179.30137495354887,574.1360089186177,1,0,0,7,123.5600148643627,55.74136008918618,1961,0,98155,47.7481,180.23039762170197,574.1360089186177
350000,5,3,234.11371237458195,510.9624674842066,1,0,0,8,143.99851356373097,90.11519881085098,2004,0,98178,47.4938,157.9338535860275,743.2181345224824
1580000,4,3,349.31252322556674,1014.4927536231885,1,0,0,9,222.96544035674472,126.34708286882201,1950,0,98105,47.6687,318.6547751765143,1026.570048309179
385000,4,3,254.55221107395022,1014.957264957265,1,0,0,8,155.1467855815682,99.40542549238202,1980,0,98058,47.4538,216.462281679673,923.4485321441844
317500,2,1,92.9022668153103,475.6596060943887,1,0,0,6,92.9022668153103,0.0,1902,0,98122,47.6088,180.23039762170197,399.4797473058343
430000,3,1,143.99851356373097,467.67001114827207,2,0,0,7,143.99851356373097,0.0,1922,0,98177,47.7072,169.08212560386474,668.8963210702342
135000,2,1,69.67670011148273,484.67112597547384,1,0,0,6,69.67670011148273,0.0,1943,0,98106,47.5188,70.60572277963583,412.4860646599777
271310,2,1,80.82497212931996,496.098104793757,1,0,0,6,80.82497212931996,0.0,1906,0,98144,47.5849,110.55369751021925,412.4860646599777
569950,5,1,131.9212188777406,580.6391675956894,1,0,0,8,131.9212188777406,0.0,1926,0,98116,47.5807,131.9212188777406,580.6391675956894
725000,3,2,261.05536975102194,585.2842809364549,2,0,0,8,261.05536975102194,0.0,2001,0,98074,47.6077,265.7004830917875,615.9420289855072
515000,3,3,195.09476031215164,223.8015607580825,2,0,0,8,154.2177629134151,40.876997398736535,2008,0,98144,47.5973,176.51430694908956,222.96544035674472
320000,2,1,88.25715347454478,371.6090672612412,1,0,0,6,88.25715347454478,0.0,1910,0,98144,47.5728,137.49535488665924,371.6090672612412
266000,4,2,185.34002229654405,659.7918989223338,2,0,0,8,185.34002229654405,0.0,1981,0,98023,47.2986,174.65626161278337,738.5730211817169
370000,3,1,74.32181345224824,213.30360460795245,1,0,0,6,74.32181345224824,0.0,1908,0,98103,47.6546,137.49535488665924,136.75213675213675
482500,4,3,151.4306949089558,708.4726867335563,1,0,0,7,103.12151616499443,48.309178743961354,1990,0,98125,47.7168,151.4306949089558,750.8361204013379
745000,4,2,294.50018580453366,473.80156075808253,2,0,0,9,294.50018580453366,0.0,2012,0,98056,47.5187,146.78558156819028,473.80156075808253
445000,4,1,195.09476031215164,408.7699739873653,1,0,0,7,159.7918989223337,35.30286138981791,1924,0,98118,47.5299,171.86919360832405,408.7699739873653
1225000,5,4,346.711259754738,411.1854329245634,2,0,0,10,272.3894463024898,74.32181345224824,2001,0,98112,47.6189,274.0616871051654,371.6090672612412
325000,3,1,138.42437755481234,5330.8249721293205,1,0,0,5,138.42437755481234,0.0,1932,0,98092,47.2597,146.78558156819028,9432.27424749164
619000,3,2,252.69416573764403,598.197696023783,2,0,0,9,252.69416573764403,0.0,2005,0,98065,47.5422,295.42920847268675,680.0445930880713
279000,4,2,183.9464882943144,933.7606837606838,1,0,0,7,183.9464882943144,0.0,1969,2003,98092,47.3231,141.21144555927165,940.6354515050168
152000,2,1,65.03158677071721,1254.180602006689,1,0,0,4,65.03158677071721,0.0,1920,0,98031,47.3882,148.64362690449647,940.5425492382014
164950,3,1,145.85655890003716,1424.1917502787069,1,0,0,7,100.33444816053512,45.52211073950205,1956,0,98166,47.4608,116.12783351913788,1238.3872166480862
677500,5,1,217.3913043478261,439.4277220364177,2,0,0,8,168.15310293571164,49.238201412114456,1918,0,98116,47.5895,195.09476031215164,461.7242660720922
1185000,3,2,232.25566703827576,517.2798216276477,2,0,0,9,232.25566703827576,0.0,1905,0,98112,47.6258,261.05536975102194,517.2798216276477
520000,3,3,143.06949089557787,138.14567075436642,2,0,0,8,143.06949089557787,0.0,2011,0,98027,47.5397,150.5016722408027,102.56410256410257
265000,3,1,130.06317354143442,878.8554440728354,1,0,0,7,98.47640282422891,31.586770717205503,1961,0,98168,47.5119,145.85655890003716,715.3474544778893
530000,4,2,190.4496469713861,590.8584169453735,2,0,0,8,190.4496469713861,0.0,1988,0,98029,47.5641,192.30769230769232,700.5759940542549
476000,4,1,217.3913043478261,1629.5986622073578,1,0,0,7,126.34708286882201,91.0442214790041,1956,0,98028,47.745,209.03010033444818,855.8156819026385
245000,3,2,142.14046822742475,1114.8272017837237,1,0,0,7,99.40542549238202,42.73504273504274,1979,0,98023,47.2715,198.81085098476404,1266.8153102935712
655000,5,3,342.809364548495,1147.6217019695282,2,0,0,9,342.809364548495,0.0,1977,0,98155,47.7672,212.7461910070606,843.7383872166481
433000,3,2,185.8045336306206,668.8963210702342,1,0,0,7,92.9022668153103,92.9022668153103,1954,2014,98166,47.4531,133.77926421404683,668.8963210702342
302000,4,1,142.14046822742475,1641.025641025641,1,0,0,7,142.14046822742475,0.0,1968,0,98058,47.4549,142.14046822742475,1079.9888517279821
509900,3,1,157.00483091787441,4977.517651430695,1,0,0,8,157.00483091787441,0.0,1984,0,98053,47.6546,212.7461910070606,4896.59977703456
251000,3,1,147.71460423634338,2006.6889632107025,1,0,0,7,147.71460423634338,0.0,1971,0,98022,47.2159,165.36603493125233,2006.6889632107025
267500,3,2,130.06317354143442,708.7513935340023,1,0,0,7,104.05053883314754,26.012634708286885,1988,0,98030,47.3788,142.14046822742475,714.2326272761056
326989,3,2,191.37866963953923,390.18952062430327,2,0,0,8,191.37866963953923,0.0,2014,0,98038,47.3706,220.1783723522854,390.18952062430327
275000,3,2,231.97696023782981,408.7699739873653,2,0,0,8,231.97696023782981,0.0,2007,0,98001,47.2873,226.12411742846527,408.7699739873653
291000,2,1,78.03790412486065,80.17465626161278,3,0,0,8,78.03790412486065,0.0,2008,0,98103,47.6974,103.12151616499443,110.55369751021925
552500,3,2,227.61055369751023,332.7759197324415,2,0,0,9,227.61055369751023,0.0,2008,0,98072,47.7749,231.32664437012264,506.22445187662584
767500,4,2,218.32032701597922,447.3244147157191,1,0,0,7,134.70828688219993,83.61204013377927,1914,0,98103,47.6681,152.35971757710888,372.81679672984023
873000,3,2,252.69416573764403,5058.528428093646,2,0,0,11,252.69416573764403,0.0,1997,0,98027,47.5473,294.50018580453366,5625.046451133408
670000,3,1,158.8628762541806,575.5295429208473,1,0,0,7,130.99219620958752,27.87068004459309,1946,0,98105,47.6706,149.5726495726496,575.5295429208473
1289000,3,2,203.45596432552955,1058.5284280936455,1,0,0,8,143.99851356373097,59.45745076179859,1956,0,98199,47.6685,203.45596432552955,886.2876254180602
300000,3,2,122.63099219620959,242.84652545522113,2,0,0,7,122.63099219620959,0.0,2005,0,98118,47.5355,122.63099219620959,235.321441843181
585000,3,2,212.7461910070606,472.7796358231141,2,0,0,9,212.7461910070606,0.0,2001,0,98006,47.5443,212.7461910070606,741.7316982534375
355000,2,1,116.12783351913788,423.44853214418436,1,0,0,7,116.12783351913788,0.0,1948,0,98126,47.5318,109.62467484206616,417.50278706800447
395000,2,1,89.18617614269789,622.445187662579,1,0,0,7,89.18617614269789,0.0,1951,0,98103,47.6955,125.4180602006689,622.445187662579
275000,2,1,83.61204013377927,5301.282051282052,1,0,0,6,83.61204013377927,0.0,1938,0,98045,47.4735,133.77926421404683,24968.877740616874
352500,2,2,145.85655890003716,222.8725380899294,2,0,0,7,109.62467484206616,36.231884057971016,2009,0,98106,47.5488,147.71460423634338,214.23262727610555
552500,4,1,144.92753623188406,741.3600891861762,1,0,0,7,108.69565217391305,36.231884057971016,1939,0,98146,47.5093,145.85655890003716,741.3600891861762
885000,3,2,273.1326644370123,603.864734299517,3,0,0,9,273.1326644370123,0.0,2014,0,98136,47.5482,156.0758082497213,603.864734299517
830000,6,3,235.04273504273505,836.1204013377927,1,0,0,6,235.04273504273505,0.0,1978,0,98033,47.6716,175.21367521367523,557.4136008918618
315000,3,2,181.1594202898551,893.5340022296544,2,0,0,7,181.1594202898551,0.0,1992,0,98031,47.4068,175.58528428093646,662.6718691936084
515000,3,3,126.34708286882201,131.82831661092533,2,0,0,8,96.61835748792271,29.728725380899295,2007,0,98107,47.6697,144.92753623188406,183.66778149386846
915000,6,3,272.2036417688592,1391.6759568933483,2,0,3,9,272.2036417688592,0.0,2013,0,98006,47.5441,298.21627647714604,1002.1367521367522
1200000,4,3,365.10590858416947,4046.8227424749166,2,0,0,10,365.10590858416947,0.0,2003,0,98072,47.7497,265.7004830917875,3387.2166480862134
840000,4,2,252.69416573764403,809.3645484949833,2,0,0,9,252.69416573764403,0.0,1976,0,98006,47.5616,229.46859903381645,809.5503530286139
325000,3,1,175.58528428093646,710.7023411371238,1,0,0,7,175.58528428093646,0.0,1966,0,98003,47.3454,140.28242289111856,702.3411371237459
757000,3,3,296.35823114083985,490.8026755852843,2,0,0,9,296.35823114083985,0.0,2007,0,98029,47.5534,274.0616871051654,482.9059829059829
225800,4,1,102.19249349684132,660.5351170568563,1,0,0,7,81.75399479747307,20.438498699368267,1907,0,98030,47.3858,106.83760683760684,660.5351170568563
685000,4,2,246.1910070605723,2345.5964325529544,1,0,2,9,216.462281679673,29.728725380899295,1954,0,98177,47.7537,280.5648457822371,2149.293942772204
420000,2,1,86.39910813823857,498.6993682645857,1,0,0,7,86.39910813823857,0.0,1953,0,98115,47.6952,164.43701226309923,557.4136008918618
435000,3,1,139.35340022296546,759.2902266815311,1,0,0,7,139.35340022296546,0.0,1997,0,98034,47.7293,183.01746562616128,759.2902266815311
296500,3,1,118.91490152359718,473.80156075808253,1,0,0,7,118.91490152359718,0.0,1948,0,98126,47.5259,128.2051282051282,663.3221850613155
846450,4,2,344.6674098848012,695.9308807134895,2,0,0,9,344.6674098848012,0.0,2003,0,98029,47.5596,282.4228911185433,695.9308807134895
880000,4,2,285.2099591230026,766.4437012263099,1,0,0,8,195.09476031215164,90.11519881085098,1958,0,98005,47.5935,210.88814567075437,817.5399479747306
745000,4,2,290.7840951319212,1008.9186176142698,2,0,0,10,290.7840951319212,0.0,1990,0,98075,47.56,290.7840951319212,1008.9186176142698
335000,4,1,293.57116313638056,1834.355258268302,1,0,0,6,170.94017094017096,122.63099219620959,1968,0,98010,47.3103,143.06949089557787,799.981419546637
329950,3,2,228.1679672984021,702.8985507246377,2,0,0,8,228.1679672984021,0.0,2012,0,98023,47.297,230.2118171683389,670.0111482720179
345000,3,2,173.72723894463027,332.9617242660721,2,0,0,8,173.72723894463027,0.0,2003,0,98058,47.4521,176.51430694908956,364.1768859160164
190000,3,1,111.48272017837236,971.5719063545151,1,0,0,6,111.48272017837236,0.0,1961,0,98023,47.3262,107.76662950575995,836.1204013377927
625000,3,1,114.26978818283166,284.2809364548495,1,0,0,7,84.54106280193237,29.728725380899295,1927,0,98103,47.667,117.05685618729098,416.94537346711263
243000,3,1,166.29505759940542,1114.8272017837237,1,0,0,7,96.61835748792271,69.67670011148273,1960,0,98198,47.3945,170.94017094017096,1114.8272017837237
299000,3,1,177.44332961724268,1579.617242660721,1,0,0,8,177.44332961724268,0.0,1963,0,98001,47.3095,169.08212560386474,1375.5109624674842
1112500,6,4,334.4481605351171,578.2237086584913,2,0,0,9,242.4749163879599,91.9732441471572,1945,2006,98199,47.6531,132.85024154589374,578.2237086584913
376000,3,2,143.06949089557787,169.73244147157192,2,0,0,8,143.06949089557787,0.0,2005,0,98029,47.5479,144.92753623188406,191.1928651059086
352800,4,2,167.22408026755855,255.66703827573394,2,0,0,8,167.22408026755855,0.0,2014,0,98106,47.5167,153.288740245262,255.66703827573394
1350000,3,2,255.75994054254926,6039.111854329246,1,1,2,9,201.1334076551468,54.626532887402455,1953,0,98070,47.4041,248.9780750650316,6736.6220735785955
540000,3,2,159.7918989223337,1082.8688219992569,2,0,0,8,159.7918989223337,0.0,1987,1999,98052,47.6791,175.58528428093646,960.2378298030472
410000,4,2,138.42437755481234,1276.1055369751023,1,0,0,6,138.42437755481234,0.0,1942,0,98125,47.712,189.520624303233,668.8963210702342
430000,3,2,218.32032701597922,1159.4202898550725,1,0,0,7,148.64362690449647,69.67670011148273,1981,0,98028,47.7661,200.66889632107024,1114.8272017837237
913000,3,1,201.59791898922336,371.6090672612412,1,0,0,7,103.12151616499443,98.47640282422891,1925,0,98103,47.6546,175.58528428093646,371.6090672612412
305495,3,1,196.02378298030473,947.6031215161651,2,0,0,7,196.02378298030473,0.0,1966,0,98059,47.4744,167.22408026755855,947.6031215161651
1150000,4,2,310.2935711631364,968.2274247491639,2,0,0,10,310.2935711631364,0.0,1996,0,98033,47.6515,164.43701226309923,881.6425120772948
390000,3,2,210.88814567075437,2983.2775919732444,1,0,0,8,161.64994425863992,49.238201412114456,1980,0,98042,47.3451,214.60423634336678,3865.2917131178
495500,3,2,296.35823114083985,727.238944630249,2,0,0,9,296.35823114083985,0.0,2006,0,98059,47.5047,275.9197324414716,727.238944630249
415000,4,2,234.11371237458195,743.2181345224824,1,0,2,8,156.0758082497213,78.03790412486065,1970,0,98023,47.3202,213.67521367521368,743.2181345224824
330000,2,1,88.25715347454478,287.06800445930884,1,0,0,6,88.25715347454478,0.0,1909,0,98118,47.551,114.26978818283166,382.75733927907845
682000,4,2,334.4481605351171,18898.643626904497,2,0,0,9,315.867707172055,18.58045336306206,1979,0,98077,47.7597,292.64214046822747,18858.13823857302
480000,3,2,181.1594202898551,826.0869565217391,2,0,0,8,181.1594202898551,0.0,1983,0,98052,47.7213,176.51430694908956,812.8948346339652
434000,3,2,170.01114827201783,297.28725380899294,2,0,0,8,170.01114827201783,0.0,1991,0,98034,47.7155,188.5916016350799,309.4574507617986
347000,3,1,117.98587885544408,780.3790412486065,1,0,0,7,117.98587885544408,0.0,1955,0,98011,47.7604,129.13415087328133,780.3790412486065
